permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL
13936,21402,11,100,PVH,P V H CORP,PVH,315250,N,A,R,69365610,0,0,1,2321,11,303,526,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
13949,54426,11,100,CDW,C D W CORP NEW,CDW,541511,Q,A,R,12514G10,60073312,72505,3,9999,1,45,109,1,309,2013-06-27,2024-12-31,2013-06-27,2024-12-31,2013-06-27,2024-12-31,2013-06-27,2024-12-31
13963,54433,11,100,NWSA,NEWS CORP NEW,NWSA,513110,Q,A,R,65249B10,60073265,72417,3,9999,2,19,104,1,251,2013-07-01,2024-12-31,2013-07-01,2024-12-31,2013-07-01,2024-12-31,2013-07-01,2024-12-31
13964,54433,11,100,NWS,NEWS CORP NEW,NWS,513110,Q,A,R,65249B20,60073265,72416,3,9999,2,19,107,1,290,2013-07-01,2024-12-31,2013-07-01,2024-12-31,2013-07-01,2024-12-31,2013-07-01,2024-12-31
13983,54444,11,100,COTY,COTY INC,COTY,325620,N,A,R,22207020,0,0,1,2844,3,18,142,1,0,2013-06-13,2024-12-31,2013-06-13,2024-12-31,2013-06-13,2024-12-31,2013-06-13,2024-12-31
14008,216,11,100,AMGN,AMGEN INC,AMGN,325414,Q,A,R,03116210,60000215,298,3,2830,8,59,300,1,2646,1983-06-17,2024-12-31,1983-06-17,2024-12-31,1983-06-17,2024-12-31,1983-06-17,2024-12-31
14011,54459,12,574,,MALLINCKRODT PLC,MNK,325412,N,A,R,G5785G10,0,0,1,2834,1,0,89,1,0,2013-07-01,2020-10-09,2013-07-01,2020-10-09,2013-07-01,2020-10-09,2013-07-01,2020-10-09
14277,21576,12,100,SLB,SCHLUMBERGER LTD,SLB,213112,N,A,R,80685710,0,0,1,5651,12,357,497,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
14295,54638,11,233,,TWITTER INC,TWTR,519190,N,A,R,90184L10,0,0,1,7375,1,1,109,1,0,2013-11-07,2022-10-27,2013-11-07,2022-10-27,2013-11-07,2022-10-27,2013-11-07,2022-10-27
14297,54641,12,100,ALLE,ALLEGION PLC,ALLE,561621,N,A,R,G0176J10,0,0,1,7382,3,44,136,1,0,2013-12-02,2024-12-31,2013-12-02,2024-12-31,2013-12-02,2024-12-31,2013-12-02,2024-12-31
14322,21592,11,241,,SEARS ROEBUCK & CO,S,452110,N,A,R,81238710,0,0,1,5311,5,371,276,1,0,1925-12-31,2005-03-24,1925-12-31,2005-03-24,1925-12-31,2005-03-24,1925-12-31,2005-03-24
14323,272,11,241,,ANDREW CORP,ANDW,517212,Q,A,R,03442510,60000271,368,3,3357,5,8,150,1,1240,1980-06-19,2007-12-27,1980-06-19,2007-12-27,1980-06-19,2007-12-27,1982-11-01,2007-12-27
14338,54672,11,100,HLT,HILTON WORLDWIDE HOLDINGS INC,HLT,721110,N,A,R,43300A20,0,0,1,7011,2,33,135,1,0,2013-12-12,2024-12-31,2013-12-12,2024-12-31,2013-12-12,2024-12-31,2013-12-12,2024-12-31
14541,20440,11,100,CVX,CHEVRON CORP NEW,CVX,324110,N,A,R,16676410,0,0,1,2911,12,439,501,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
14542,45483,11,100,GOOG,ALPHABET INC,GOOG,541511,Q,A,R,02079K10,60056743,74070,3,7375,5,5,95,1,455,2014-04-03,2024-12-31,2014-04-03,2024-12-31,2014-04-03,2024-12-31,2014-04-03,2024-12-31
14579,54812,11,100,PAYC,PAYCOM SOFTWARE INC,PAYC,541511,N,A,R,70432V10,0,0,1,7371,5,7,134,1,0,2014-04-15,2024-12-31,2014-04-15,2024-12-31,2014-04-15,2024-12-31,2014-04-15,2024-12-31
14593,7,11,100,AAPL,APPLE INC,AAPL,334220,Q,A,R,03783310,60000006,8,3,3571,5,90,306,1,2761,1980-12-12,2024-12-31,1980-12-12,2024-12-31,1980-12-12,2024-12-31,1982-11-01,2024-12-31
14601,54824,11,100,NAVI,NAVIENT CORP,NAVI,523150,Q,A,R,63938C10,60074151,73990,3,9999,6,43,59,1,179,2014-05-01,2024-12-31,2014-05-01,2024-12-31,2014-05-01,2024-12-31,2014-05-01,2024-12-31
14656,21686,11,241,,SUNOCO INC,SUN,324110,N,A,R,86764P10,0,0,1,2911,7,402,393,1,0,1925-12-31,2012-10-04,1925-12-31,2012-10-04,1925-12-31,2012-10-04,1925-12-31,2012-10-04
14702,194,11,100,AMAT,APPLIED MATERIALS INC,AMAT,333248,Q,A,R,03822210,60000193,262,3,3550,9,88,251,1,2380,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
14704,54895,12,231,,I H S MARKIT LTD,INFO,561110,N,A,R,G4756710,60074534,74622,1,8741,5,10,53,1,169,2014-06-19,2022-02-25,2014-06-19,2022-02-25,2014-06-19,2022-02-25,2014-06-19,2022-02-25
14714,54907,11,100,ANET,ARISTA NETWORKS INC,ANET,334118,N,A,R,04041320,0,0,1,3577,2,2,130,1,0,2014-06-06,2024-12-31,2014-06-06,2024-12-31,2014-06-06,2024-12-31,2014-06-06,2024-12-31
14736,21734,11,231,,TEXACO INC,,,N,A,R,88169410,0,0,1,2911,5,353,223,1,0,1925-12-31,2001-10-09,1925-12-31,2001-10-09,1925-12-31,2001-10-09,1925-12-31,2001-10-09
14763,54931,11,233,,CATALENT INC,CTLT,325412,N,A,R,14880610,0,0,1,2834,1,1,126,1,0,2014-07-31,2024-12-17,2014-07-31,2024-12-17,2014-07-31,2024-12-17,2014-07-31,2024-12-17
14776,54936,11,100,SYF,SYNCHRONY FINANCIAL,SYF,522110,N,A,R,87165B10,0,0,1,6021,5,34,130,1,0,2014-07-31,2024-12-31,2014-07-31,2024-12-31,2014-07-31,2024-12-31,2014-07-31,2024-12-31
14795,21758,11,100,TKR,TIMKEN CO,TKR,332991,N,A,R,88738910,0,0,1,3562,8,441,491,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
14882,55000,11,100,CZR,CAESARS ENTERTAINMENT INC DE,CZR,711219,Q,A,R,12769G10,2003912,74191,3,9999,4,0,94,1,291,2014-09-22,2024-12-31,2014-09-22,2024-12-31,2014-09-22,2024-12-31,2014-09-22,2024-12-31
14889,55006,11,100,CFG,CITIZENS FINANCIAL GROUP INC,CFG,522110,N,A,R,17461010,0,0,1,6022,6,41,130,1,0,2014-09-24,2024-12-31,2014-09-24,2024-12-31,2014-09-24,2024-12-31,2014-09-24,2024-12-31
14891,21842,11,231,,UNOCAL CORP,UCL,211111,N,A,R,91528910,0,0,1,1311,7,347,284,1,0,1925-12-31,2005-08-10,1925-12-31,2005-08-10,1925-12-31,2005-08-10,1925-12-31,2005-08-10
14939,55033,11,100,KEYS,KEYSIGHT TECHNOLOGIES INC,KEYS,334513,N,A,R,49338L10,0,0,1,3823,2,0,124,1,0,2014-11-03,2024-12-31,2014-11-03,2024-12-31,2014-11-03,2024-12-31,2014-11-03,2024-12-31
15069,21795,11,231,,MARATHON OIL CORP,MRO,211120,N,A,R,56584910,0,0,1,1311,15,376,510,1,0,1925-12-31,2024-11-21,1925-12-31,2024-11-21,1925-12-31,2024-11-21,1925-12-31,2024-11-21
15077,21796,11,233,,U S T INC,UST,312229,N,A,R,90291110,0,0,1,2131,6,353,306,1,0,1925-12-31,2009-01-05,1925-12-31,2009-01-05,1925-12-31,2009-01-05,1925-12-31,2009-01-05
15202,21876,11,100,VMC,VULCAN MATERIALS CO,VMC,212313,N,A,R,92916010,0,0,1,1423,11,371,485,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
15272,55214,11,100,SEDG,SOLAREDGE TECHNOLOGIES INC,SEDG,334413,Q,A,R,83417M10,60075181,75877,3,9999,1,0,88,1,385,2015-03-26,2024-12-31,2015-03-26,2024-12-31,2015-03-26,2024-12-31,2015-03-26,2024-12-31
15291,55229,11,100,ETSY,ETSY INC,ETSY,459999,Q,A,R,29786A10,60075245,75997,3,9999,3,0,86,1,247,2015-04-16,2024-12-31,2015-04-16,2024-12-31,2015-04-16,2024-12-31,2015-04-16,2024-12-31
15315,55241,11,100,GDDY,GODADDY INC,GDDY,541512,N,A,R,38023710,0,0,1,7373,1,0,118,1,0,2015-04-01,2024-12-31,2015-04-01,2024-12-31,2015-04-01,2024-12-31,2015-04-01,2024-12-31
15368,21912,11,231,,C B S CORP,,,N,A,R,12490K10,0,0,1,4833,6,300,201,1,0,1925-12-31,2000-05-03,1925-12-31,2000-05-03,1925-12-31,2000-05-03,1925-12-31,2000-05-03
15401,55293,11,241,,BAXALTA INC,BXLT,325412,N,A,R,07177M10,0,0,1,2834,1,5,12,1,0,2015-07-01,2016-06-02,2015-07-01,2016-06-02,2015-07-01,2016-06-02,2015-07-01,2016-06-02
15404,55294,11,233,,COLUMBIA PIPELINE GROUP INC,CPGX,486210,N,A,R,19828010,0,0,1,4922,1,5,12,1,0,2015-07-02,2016-06-30,2015-07-02,2016-06-30,2015-07-02,2016-06-30,2015-07-02,2016-06-30
15408,55296,11,100,KHC,KRAFT HEINZ CO,KHC,311513,Q,A,R,50075410,60075346,76177,3,9999,1,39,85,1,354,2015-07-06,2024-12-31,2015-07-06,2024-12-31,2015-07-06,2024-12-31,2015-07-06,2024-12-31
15456,21936,11,100,FL,FOOT LOCKER INC,FL,458210,N,A,R,34484910,0,0,1,5661,14,378,493,1,0,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31,1925-12-31,2024-12-31
15472,21941,11,233,,WRIGLEY WILLIAM JR CO,WWY,311340,N,A,R,98252610,0,0,1,2067,7,918,290,1,0,1925-12-31,2008-10-06,1925-12-31,2008-10-06,1925-12-31,2008-10-06,1925-12-31,2008-10-06
15488,55341,11,100,PYPL,PAYPAL HOLDINGS INC,PYPL,561499,Q,A,R,70450Y10,60075282,76069,3,9999,3,0,86,1,289,2015-07-20,2024-12-31,2015-07-20,2024-12-31,2015-07-20,2024-12-31,2015-07-20,2024-12-31
15553,116,11,233,,A G L RESOURCES INC,GAS,551112,N,A,R,00120410,60000115,161,1,4924,11,178,345,1,97,1972-12-14,2016-06-30,1972-12-14,2016-06-30,1972-12-14,2016-06-30,1982-11-01,2016-06-30
15560,21711,11,574,,RADIOSHACK CORP,RSH,443142,N,A,R,75043810,0,0,1,5731,11,92,384,1,0,1925-12-31,2015-02-02,1925-12-31,2015-02-02,1925-12-31,2015-02-02,1925-12-31,2015-02-02
15579,21737,11,100,TXN,TEXAS INSTRUMENTS INC,TXN,334413,Q,A,R,88250810,60020380,27242,3,3674,7,280,455,1,409,1926-02-11,2024-12-31,1926-02-11,2024-12-31,1926-02-11,2024-12-31,1926-02-11,2024-12-31
15659,21806,11,231,,UNION CARBIDE CORP,,,N,A,R,90558110,0,0,1,2819,6,314,217,1,0,1926-03-01,2001-02-06,1926-03-01,2001-02-06,1926-03-01,2001-02-06,1926-03-01,2001-02-06
15667,20086,11,241,,WYETH,WYE,325412,N,A,R,98302410,0,0,1,2834,7,713,323,1,0,1926-04-29,2009-10-15,1926-04-29,2009-10-15,1926-04-29,2009-10-15,1926-04-29,2009-10-15
15707,55421,11,100,HPE,HEWLETT PACKARD ENTERPRISE CO,HPE,513210,N,A,R,42824C10,0,0,1,7372,5,39,115,1,0,2015-11-02,2024-12-31,2015-11-02,2024-12-31,2015-11-02,2024-12-31,2015-11-02,2024-12-31
15719,55426,18,100,FCPT,FOUR CORNERS PROPERTY TRUST INC,FCPT,531210,N,A,R,35086T10,0,0,1,6531,3,38,113,1,0,2015-11-10,2024-12-31,2015-11-10,2024-12-31,2015-11-10,2024-12-31,2015-11-10,2024-12-31
15720,21543,11,100,EIX,EDISON INTERNATIONAL,EIX,221118,N,A,R,28102010,0,0,1,4911,10,422,496,1,0,1926-05-27,2024-12-31,1926-05-27,2024-12-31,1926-05-27,2024-12-31,1926-05-27,2024-12-31
15797,55470,11,233,,C S R A INC,CSRA,518210,N,A,R,12650T10,0,0,1,7374,1,11,30,1,0,2015-11-30,2018-04-03,2015-11-30,2018-04-03,2015-11-30,2018-04-03,2015-11-30,2018-04-03
15850,55487,11,100,MTCH,MATCH GROUP INC NEW,MTCH,561499,Q,A,R,57667L10,60011790,81645,3,9999,6,2,88,1,236,2015-11-19,2024-12-31,2015-11-19,2024-12-31,2015-11-19,2024-12-31,2015-11-19,2024-12-31
15980,48779,11,100,UA,UNDER ARMOUR INC,UA,315250,N,A,R,90431120,60059930,0,1,2329,5,1,111,1,0,2016-04-08,2024-12-31,2016-04-08,2024-12-31,2016-04-08,2024-12-31,2016-04-08,2024-12-31
16044,55557,11,100,NGVT,INGEVITY CORP,NGVT,325180,N,A,R,45688C10,0,0,1,2819,3,0,107,1,0,2016-05-16,2024-12-31,2016-05-16,2024-12-31,2016-05-16,2024-12-31,2016-05-16,2024-12-31
16087,55585,11,100,FTV,FORTIVE CORP,FTV,334513,N,A,R,34959J10,0,0,1,3823,4,35,105,1,0,2016-07-05,2024-12-31,2016-07-05,2024-12-31,2016-07-05,2024-12-31,2016-07-05,2024-12-31
16267,55676,11,341,,DELL TECHNOLOGIES INC,DVMT,334514,N,A,R,24703L10,0,0,1,3824,1,3,29,1,0,2016-09-07,2018-12-27,2016-09-07,2018-12-27,2016-09-07,2018-12-27,2016-09-07,2018-12-27
16276,55684,11,100,ASIX,ADVANSIX INC,ASIX,325211,N,A,R,00773T10,0,0,1,2821,1,13,99,1,0,2016-10-03,2024-12-31,2016-10-03,2024-12-31,2016-10-03,2024-12-31,2016-10-03,2024-12-31
16279,55687,11,233,,VERSUM MATERIALS INC,VSM,325612,N,A,R,92532W10,0,0,1,2813,1,11,37,1,0,2016-10-03,2019-10-04,2016-10-03,2019-10-04,2016-10-03,2019-10-04,2016-10-03,2019-10-04
16342,55715,12,100,ADNT,ADIENT PLC,ADNT,441330,N,A,R,G0084W10,0,0,1,5531,4,7,102,1,0,2016-10-31,2024-12-31,2016-10-31,2024-12-31,2016-10-31,2024-12-31,2016-10-31,2024-12-31
16343,55716,11,100,YUMC,YUM CHINA HOLDINGS INC,YUMC,722511,N,A,R,98850P10,0,0,1,5812,2,27,100,1,0,2016-11-01,2024-12-31,2016-11-01,2024-12-31,2016-11-01,2024-12-31,2016-11-01,2024-12-31
16346,55717,18,233,,QUALITY CARE PROPERTIES INC,QCP,531110,N,A,R,74754510,0,0,1,6798,1,1,22,1,0,2016-11-01,2018-07-26,2016-11-01,2018-07-26,2016-11-01,2018-07-26,2016-11-01,2018-07-26
16347,55718,11,100,AA,ALCOA CORP,AA,331318,N,A,R,01387210,0,0,1,3355,2,13,100,1,0,2016-11-01,2024-12-31,2016-11-01,2024-12-31,2016-11-01,2024-12-31,2016-11-01,2024-12-31
16424,20818,11,231,,GILLETTE CO,G,332211,N,A,R,37576610,0,0,1,3421,7,340,270,1,0,1927-09-29,2005-09-30,1927-09-29,2005-09-30,1927-09-29,2005-09-30,1927-09-29,2005-09-30
16431,55778,11,100,LW,LAMB WESTON HOLDINGS INC,LW,311412,N,A,R,51327210,0,0,1,2038,1,32,99,1,0,2016-11-10,2024-12-31,2016-11-10,2024-12-31,2016-11-10,2024-12-31,2016-11-10,2024-12-31
16432,20834,11,100,GT,GOODYEAR TIRE & RUBBER CO,GT,326211,Q,A,R,38255010,60018856,25366,3,3011,6,324,454,1,269,1927-08-05,2024-12-31,1927-08-05,2024-12-31,1927-08-05,2024-12-31,1927-08-05,2024-12-31
16538,55833,12,100,FTI,TECHNIPFMC PLC,FTI,213112,N,A,R,G8711010,0,0,1,1389,3,17,99,1,0,2017-01-17,2024-12-31,2017-01-17,2024-12-31,2017-01-17,2024-12-31,2017-01-17,2024-12-31
16544,55837,11,233,,BIOVERATIV INC,BIVV,325412,Q,A,R,09075E10,60075966,77671,3,9999,1,1,10,1,68,2017-02-02,2018-03-08,2017-02-02,2018-03-08,2017-02-02,2018-03-08,2017-02-02,2018-03-08
16581,55858,18,100,INVH,INVITATION HOMES INC,INVH,531210,N,A,R,46187W10,0,0,1,6531,1,32,95,1,0,2017-02-01,2024-12-31,2017-02-01,2024-12-31,2017-02-01,2024-12-31,2017-02-01,2024-12-31
16600,20906,11,100,HSY,HERSHEY CO,HSY,311351,N,A,R,42786610,0,0,1,2066,7,409,476,1,0,1927-12-01,2024-12-31,1927-12-01,2024-12-31,1927-12-01,2024-12-31,1927-12-01,2024-12-31
16678,21068,11,100,KR,KROGER CO,KR,445110,N,A,R,50104410,0,0,1,5411,7,354,503,1,0,1928-01-26,2024-12-31,1928-01-26,2024-12-31,1928-01-26,2024-12-31,1928-01-26,2024-12-31
16692,55928,11,100,IR,INGERSOLL RAND INC,IR,333413,N,A,R,45687V10,0,0,1,3564,3,13,95,1,0,2017-05-12,2024-12-31,2017-05-12,2024-12-31,2017-05-12,2024-12-31,2017-05-12,2024-12-31
16736,55954,11,100,VST,VISTRA CORP,VST,221118,N,A,R,92840M10,0,0,1,4911,3,24,95,1,0,2017-05-10,2024-12-31,2017-05-10,2024-12-31,2017-05-10,2024-12-31,2017-05-10,2024-12-31
16816,56000,11,100,BHF,BRIGHTHOUSE FINANCIAL INC,BHF,524113,Q,A,R,10922N10,60076114,78078,3,9999,3,0,69,1,107,2017-08-07,2024-12-31,2017-08-07,2024-12-31,2017-08-07,2024-12-31,2017-08-07,2024-12-31
16851,56027,11,100,DD,DUPONT DE NEMOURS INC,DD,325211,N,A,R,26614N10,0,0,1,2821,3,31,91,1,0,2017-09-01,2024-12-31,2017-09-01,2024-12-31,2017-09-01,2024-12-31,2017-09-01,2024-12-31
17005,21185,11,100,CVS,C V S HEALTH CORP,CVS,456110,N,A,R,12665010,0,0,1,5912,12,407,501,1,0,1928-09-27,2024-12-31,1928-09-27,2024-12-31,1928-09-27,2024-12-31,1928-09-27,2024-12-31
17144,20798,11,100,GIS,GENERAL MILLS INC,GIS,311999,N,A,R,37033410,0,0,1,2099,8,406,498,1,0,1928-11-30,2024-12-31,1928-11-30,2024-12-31,1928-11-30,2024-12-31,1928-11-30,2024-12-31
17279,56249,11,241,,LORILLARD INC,LO,312230,N,A,R,54414710,0,0,1,2111,2,31,88,1,0,2008-06-10,2015-06-11,2008-06-10,2015-06-11,2008-06-10,2015-06-11,2008-06-10,2015-06-11
17307,56259,18,100,VICI,VICI PROPERTIES INC,VICI,531110,N,A,R,92565210,0,0,1,6798,1,28,83,1,0,2018-02-01,2024-12-31,2018-02-01,2024-12-31,2018-02-01,2024-12-31,2018-02-01,2024-12-31
17478,21179,11,100,SPGI,S & P GLOBAL INC,SPGI,523940,N,A,R,78409V10,0,0,1,6282,17,399,505,1,0,1929-02-14,2024-12-31,1929-02-14,2024-12-31,1929-02-14,2024-12-31,1929-02-14,2024-12-31
17676,56329,12,100,NVT,NVENT ELECTRIC PLC,NVT,523991,N,A,R,G6700G10,0,0,1,6733,3,26,83,1,0,2018-05-01,2024-12-31,2018-05-01,2024-12-31,2018-05-01,2024-12-31,2018-05-01,2024-12-31
17700,56345,11,100,DAY,DAYFORCE INC,DAY,513210,N,A,R,15677J10,0,0,1,7372,5,0,84,1,0,2018-04-26,2024-12-31,2018-04-26,2024-12-31,2018-04-26,2024-12-31,2018-04-26,2024-12-31
17726,20537,11,100,CCK,CROWN HOLDINGS INC,CCK,332431,N,A,R,22836810,0,0,1,3411,6,121,498,1,0,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31
17743,544,11,100,WRB,BERKLEY W R CORP,WRB,524126,N,A,R,08442310,60000543,711,1,6331,8,231,401,1,792,1973-10-23,2024-12-31,1973-10-23,2024-12-31,1973-10-23,2024-12-31,1982-11-01,2024-12-31
17750,21055,11,100,KMB,KIMBERLY CLARK CORP,KMB,322291,N,A,R,49436810,0,0,1,2676,10,418,506,1,0,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31,1929-05-09,2024-12-31
17783,56347,11,100,CHX,CHAMPIONX CORP,CHX,423830,Q,A,R,15872M10,60076663,79320,3,5084,3,11,70,1,51,2018-05-09,2024-12-31,2018-05-09,2024-12-31,2018-05-09,2024-12-31,2018-05-09,2024-12-31
17806,22806,11,241,,PHELPS DODGE CORP,PD,331411,N,A,R,71726510,0,0,1,3331,6,294,265,1,0,1929-05-09,2007-03-19,1929-05-09,2007-03-19,1929-05-09,2007-03-19,1929-05-09,2007-03-19
17830,21832,11,100,RTX,R T X CORP,RTX,336412,N,A,R,75513E10,0,0,1,3724,13,349,504,1,0,1929-04-11,2024-12-31,1929-04-11,2024-12-31,1929-04-11,2024-12-31,1929-04-11,2024-12-31
17942,56438,11,100,KDP,KEURIG DR PEPPER INC,KDP,312111,Q,A,R,49271V10,60067215,61199,3,2086,2,25,68,1,97,2018-07-10,2024-12-31,2018-07-10,2024-12-31,2018-07-10,2024-12-31,2018-07-10,2024-12-31
17961,20330,11,574,,BRIGGS & STRATTON CORP,BGG,336310,N,A,R,10904310,0,0,1,3714,8,439,417,1,0,1929-07-05,2020-07-20,1929-07-05,2020-07-20,1929-07-05,2020-07-20,1929-07-05,2020-07-20
18016,20904,11,241,,HERCULES INC,HPC,325211,N,A,R,42705610,0,0,1,2821,7,308,292,1,0,1929-07-11,2008-11-13,1929-07-11,2008-11-13,1929-07-11,2008-11-13,1929-07-11,2008-11-13
18065,56501,11,100,GTX,GARRETT MOTION INC,GTX,336390,Q,A,R,36650510,60076863,84715,3,3724,5,0,61,1,79,2018-10-01,2024-12-31,2018-10-01,2024-12-31,2018-10-01,2024-12-31,2018-10-01,2024-12-31
18092,5737,11,233,,BIOMET INC,BMET,339113,Q,A,R,09061310,60005725,7104,3,3842,2,22,114,1,1231,1982-12-17,2007-09-25,1982-12-17,2007-09-25,1982-12-17,2007-09-25,1982-12-17,2007-09-25
18112,20757,12,241,,FOSTER WHEELER AG,FWLT,551112,Q,A,R,H2717810,60018749,25233,3,1600,9,247,337,1,716,1929-08-29,2014-12-03,1929-08-29,2014-12-03,1929-08-29,2014-12-03,1929-08-29,2014-12-03
18142,56539,11,100,REZI,RESIDEO TECHNOLOGIES INC,REZI,423690,N,A,R,76118Y10,0,0,1,5065,2,0,76,1,0,2018-10-29,2024-12-31,2018-10-29,2024-12-31,2018-10-29,2024-12-31,2018-10-29,2024-12-31
18143,56540,12,100,LIN,LINDE PLC NEW,LIN,325180,Q,A,R,G5495010,60076935,89214,3,2819,4,25,71,1,18,2018-10-31,2024-12-31,2018-10-31,2024-12-31,2018-10-31,2024-12-31,2018-10-31,2024-12-31
18163,21446,11,100,PG,PROCTER & GAMBLE CO,PG,325620,N,A,R,74271810,0,0,1,2844,8,412,503,1,0,1929-08-12,2024-12-31,1929-08-12,2024-12-31,1929-08-12,2024-12-31,1929-08-12,2024-12-31
18267,55676,11,100,DELL,DELL TECHNOLOGIES INC,DELL,334111,N,A,R,24703L20,0,0,1,3571,2,12,74,1,0,2018-12-28,2024-12-31,2018-12-28,2024-12-31,2018-12-28,2024-12-31,2018-12-28,2024-12-31
18312,56611,11,100,MRNA,MODERNA INC,MRNA,325414,Q,A,R,60770K10,60076917,79886,3,9999,3,0,56,1,159,2018-12-07,2024-12-31,2018-12-07,2024-12-31,2018-12-07,2024-12-31,2018-12-07,2024-12-31
18327,56619,11,233,,COVETRUS INC,CVET,446110,Q,A,R,22304C10,60076980,80043,3,9999,2,1,31,1,106,2019-02-08,2022-10-12,2019-02-08,2022-10-12,2019-02-08,2022-10-12,2019-02-08,2022-10-12
18382,21214,11,231,,PHARMACIA CORP,PHA,,N,A,R,71713U10,0,0,1,2834,8,343,258,1,0,1929-10-10,2003-04-15,1929-10-10,2003-04-15,1929-10-10,2003-04-15,1929-10-10,2003-04-15
18403,21375,11,574,,PENNEY J C CO INC,JCP,452111,N,A,R,70816010,0,0,1,5311,9,373,435,1,0,1929-10-30,2020-05-18,1929-10-30,2020-05-18,1929-10-30,2020-05-18,1929-10-30,2020-05-18
18411,21640,11,100,SO,SOUTHERN CO,SO,221118,N,A,R,84258710,0,0,1,4911,8,330,498,1,0,1929-10-10,2024-12-31,1929-10-10,2024-12-31,1929-10-10,2024-12-31,1929-10-10,2024-12-31
18420,56662,11,100,FOXA,FOX CORP,FOXA,516120,Q,A,R,35137L10,60077004,80102,3,9999,2,12,55,1,105,2019-03-19,2024-12-31,2019-03-19,2024-12-31,2019-03-19,2024-12-31,2019-03-19,2024-12-31
18421,56662,11,100,FOX,FOX CORP,FOX,516120,Q,A,R,35137L20,60077004,80103,3,9999,2,12,55,1,104,2019-03-19,2024-12-31,2019-03-19,2024-12-31,2019-03-19,2024-12-31,2019-03-19,2024-12-31
18428,56668,11,100,DOW,DOW INC,DOW,325211,N,A,R,26055710,0,0,1,2821,2,23,70,1,0,2019-04-02,2024-12-31,2019-04-02,2024-12-31,2019-04-02,2024-12-31,2019-04-02,2024-12-31
18542,20408,11,100,CAT,CATERPILLAR INC,CAT,333120,N,A,R,14912310,0,0,1,3531,10,401,504,1,0,1929-12-02,2024-12-31,1929-12-02,2024-12-31,1929-12-02,2024-12-31,1929-12-02,2024-12-31
18576,56719,11,100,UBER,UBER TECHNOLOGIES INC,UBER,561499,N,A,R,90353T10,0,0,1,7389,3,0,71,1,0,2019-05-10,2024-12-31,2019-05-10,2024-12-31,2019-05-10,2024-12-31,2019-05-10,2024-12-31
18578,56720,11,100,KTB,KONTOOR BRANDS INC,KTB,314999,N,A,R,50050N10,0,0,1,2399,3,20,70,1,0,2019-05-23,2024-12-31,2019-05-23,2024-12-31,2019-05-23,2024-12-31,2019-05-23,2024-12-31
18592,56723,11,100,CTVA,CORTEVA INC,CTVA,115112,N,A,R,22052L10,0,0,1,721,1,22,67,1,0,2019-06-03,2024-12-31,2019-06-03,2024-12-31,2019-06-03,2024-12-31,2019-06-03,2024-12-31
18681,21705,11,231,,T R W INC,TRW,,N,A,R,87264910,0,0,1,3714,6,296,231,1,0,1930-02-14,2002-12-11,1930-02-14,2002-12-11,1930-02-14,2002-12-11,1930-02-14,2002-12-11
18724,56767,12,100,AMCR,AMCOR PLC,AMCR,459999,N,A,R,G0250X10,0,0,1,5999,6,22,72,1,0,2019-06-11,2024-12-31,2019-06-11,2024-12-31,2019-06-11,2024-12-31,2019-06-11,2024-12-31
18726,56769,11,100,CRWD,CROWDSTRIKE HOLDINGS INC,CRWD,513210,Q,A,R,22788C10,60077067,80279,3,9999,3,0,58,1,150,2019-06-12,2024-12-31,2019-06-12,2024-12-31,2019-06-12,2024-12-31,2019-06-12,2024-12-31
18729,20473,11,100,CL,COLGATE PALMOLIVE CO,CL,325620,N,A,R,19416210,0,0,1,2844,8,411,507,1,0,1930-03-13,2024-12-31,1930-03-13,2024-12-31,1930-03-13,2024-12-31,1930-03-13,2024-12-31
18921,21512,11,231,,REYNOLDS METALS CO,,,N,A,R,76176310,0,0,1,3353,3,280,194,1,0,1930-04-10,2000-05-03,1930-04-10,2000-05-03,1930-04-10,2000-05-03,1930-04-10,2000-05-03
